lot,wafer,x,y,hbin,sbin,testdate,temp,testA,testB,testC
LOT123,W03,-4,-4,1,1,2026-04-22,25,0.705,0.775,5.636
LOT123,W03,-4,-3,1,1,2026-04-22,25,0.695,0.762,5.618
LOT123,W03,-4,-2,1,1,2026-04-22,25,0.708,0.746,5.879
LOT123,W03,-4,-1,1,1,2026-04-22,25,0.688,0.75,5.824
LOT123,W03,-4,0,1,1,2026-04-22,25,0.666,0.747,6.008
LOT123,W03,-4,1,1,1,2026-04-22,25,0.681,0.773,6.094
LOT123,W03,-4,2,1,1,2026-04-22,25,0.701,0.769,6.263
LOT123,W03,-4,3,1,1,2026-04-22,25,0.695,0.753,6.393
LOT123,W03,-4,4,1,1,2026-04-22,25,0.714,0.733,6.409
LOT123,W03,-4,5,1,1,2026-04-22,25,0.728,0.739,6.536
LOT123,W03,-4,6,3,109,2026-04-22,25,1.114,0.732,6.548
LOT123,W03,-3,-6,1,1,2026-04-22,25,0.717,0.697,5.342
LOT123,W03,-3,-5,1,1,2026-04-22,25,0.722,0.762,5.493
LOT123,W03,-3,-4,1,1,2026-04-22,25,0.701,0.711,5.554
LOT123,W03,-3,-3,1,1,2026-04-22,25,0.687,0.731,5.678
LOT123,W03,-3,-2,1,1,2026-04-22,25,0.693,0.715,5.66
LOT123,W03,-3,-1,1,1,2026-04-22,25,0.667,0.722,5.973
LOT123,W03,-3,0,1,1,2026-04-22,25,0.662,0.734,6.018
LOT123,W03,-3,1,1,1,2026-04-22,25,0.655,0.724,6.135
LOT123,W03,-3,2,1,1,2026-04-22,25,0.687,0.711,6.302
LOT123,W03,-3,3,1,1,2026-04-22,25,0.673,0.712,6.354
LOT123,W03,-3,4,1,1,2026-04-22,25,0.716,0.726,6.405
LOT123,W03,-3,5,1,1,2026-04-22,25,0.714,0.725,6.492
LOT123,W03,-3,6,3,107,2026-04-22,25,1.11,0.728,6.676
LOT123,W03,-2,-7,3,106,2026-04-22,25,1.103,0.726,5.342
LOT123,W03,-2,-6,1,1,2026-04-22,25,0.717,0.723,5.435
LOT123,W03,-2,-5,1,1,2026-04-22,25,0.699,0.729,5.516
LOT123,W03,-2,-4,1,1,2026-04-22,25,0.704,0.712,5.594
LOT123,W03,-2,-3,1,1,2026-04-22,25,0.679,0.732,5.772
LOT123,W03,-2,-2,1,1,2026-04-22,25,0.664,0.751,5.852
LOT123,W03,-2,-1,1,1,2026-04-22,25,0.651,0.704,5.964
LOT123,W03,-2,0,1,1,2026-04-22,25,0.646,0.698,6.046
LOT123,W03,-2,1,1,1,2026-04-22,25,0.634,0.717,6.192
LOT123,W03,-2,2,1,1,2026-04-22,25,0.652,0.714,6.222
LOT123,W03,-2,3,1,1,2026-04-22,25,0.673,0.703,6.391
LOT123,W03,-2,4,1,1,2026-04-22,25,0.685,0.703,6.405
LOT123,W03,-2,5,1,1,2026-04-22,25,0.723,0.704,6.471
LOT123,W03,-2,6,1,1,2026-04-22,25,0.727,0.769,6.552
LOT123,W03,-2,7,1,1,2026-04-22,25,0.736,0.71,6.697
LOT123,W03,-1,-7,3,103,2026-04-22,25,1.128,0.712,5.301
LOT123,W03,-1,-6,1,1,2026-04-22,25,0.723,0.725,5.503
LOT123,W03,-1,-5,1,1,2026-04-22,25,0.709,0.735,5.56
LOT123,W03,-1,-4,1,1,2026-04-22,25,0.684,0.673,5.615
LOT123,W03,-1,-3,1,1,2026-04-22,25,0.652,0.694,5.842
LOT123,W03,-1,-2,1,1,2026-04-22,25,0.63,0.738,5.851
LOT123,W03,-1,-1,1,1,2026-04-22,25,0.631,0.699,5.901
LOT123,W03,-1,0,1,1,2026-04-22,25,0.631,0.699,5.96
LOT123,W03,-1,1,1,1,2026-04-22,25,0.625,0.704,6.128
LOT123,W03,-1,2,1,1,2026-04-22,25,0.656,0.736,6.14
LOT123,W03,-1,3,1,1,2026-04-22,25,0.669,0.689,6.287
LOT123,W03,-1,4,1,1,2026-04-22,25,0.673,0.735,6.404
LOT123,W03,-1,5,1,1,2026-04-22,25,0.69,0.677,6.533
LOT123,W03,-1,6,1,1,2026-04-22,25,0.741,0.68,6.607
LOT123,W03,-1,7,1,1,2026-04-22,25,0.743,0.694,6.758
LOT123,W03,0,-7,3,102,2026-04-22,25,1.124,0.697,5.332
LOT123,W03,0,-6,1,1,2026-04-22,25,0.709,0.672,5.381
LOT123,W03,0,-5,1,1,2026-04-22,25,0.702,0.705,5.563
LOT123,W03,0,-4,1,1,2026-04-22,25,0.682,0.681,5.596
LOT123,W03,0,-3,1,1,2026-04-22,25,0.654,0.719,5.701
LOT123,W03,0,-2,1,1,2026-04-22,25,0.638,0.709,5.741
LOT123,W03,0,-1,1,1,2026-04-22,25,0.633,0.696,5.866
LOT123,W03,0,0,1,1,2026-04-22,25,0.614,0.678,6.01
LOT123,W03,0,1,1,1,2026-04-22,25,0.624,0.711,6.066
LOT123,W03,0,2,1,1,2026-04-22,25,0.635,0.727,6.169
LOT123,W03,0,3,1,1,2026-04-22,25,0.666,0.69,6.361
LOT123,W03,0,4,1,1,2026-04-22,25,0.695,0.68,6.378
LOT123,W03,0,5,1,1,2026-04-22,25,0.693,0.708,6.382
LOT123,W03,0,6,1,1,2026-04-22,25,0.711,0.71,6.669
LOT123,W03,0,7,1,1,2026-04-22,25,0.747,0.677,6.709
LOT123,W03,1,-7,3,101,2026-04-22,25,1.112,0.688,5.258
LOT123,W03,1,-6,1,1,2026-04-22,25,0.721,0.706,5.301
LOT123,W03,1,-5,1,1,2026-04-22,25,0.702,0.645,5.502
LOT123,W03,1,-4,1,1,2026-04-22,25,0.696,0.718,5.655
LOT123,W03,1,-3,1,1,2026-04-22,25,0.662,0.682,5.796
LOT123,W03,1,-2,1,1,2026-04-22,25,0.667,0.697,5.737
LOT123,W03,1,-1,1,1,2026-04-22,25,0.616,0.71,5.928
LOT123,W03,1,0,1,1,2026-04-22,25,0.618,0.746,5.97
LOT123,W03,1,1,1,1,2026-04-22,25,0.638,0.682,6.095
LOT123,W03,1,2,1,1,2026-04-22,25,0.658,0.676,6.217
LOT123,W03,1,3,1,1,2026-04-22,25,0.675,0.685,6.328
LOT123,W03,1,4,1,1,2026-04-22,25,0.707,0.697,6.392
LOT123,W03,1,5,1,1,2026-04-22,25,0.705,0.728,6.499
LOT123,W03,1,6,1,1,2026-04-22,25,0.719,0.711,6.69
LOT123,W03,1,7,3,109,2026-04-22,25,1.109,0.679,6.682
LOT123,W03,2,-7,3,105,2026-04-22,25,1.141,0.68,5.322
LOT123,W03,2,-6,1,1,2026-04-22,25,0.753,0.679,5.345
LOT123,W03,2,-5,1,1,2026-04-22,25,0.713,0.664,5.485
LOT123,W03,2,-4,1,1,2026-04-22,25,0.696,0.688,5.647
LOT123,W03,2,-3,1,1,2026-04-22,25,0.672,0.685,5.7
LOT123,W03,2,-2,1,1,2026-04-22,25,0.657,0.693,5.837
LOT123,W03,2,-1,1,1,2026-04-22,25,0.64,0.651,5.897
LOT123,W03,2,0,1,1,2026-04-22,25,0.64,0.711,5.994
LOT123,W03,2,1,1,1,2026-04-22,25,0.64,0.677,6.111
LOT123,W03,2,2,1,1,2026-04-22,25,0.667,0.672,6.175
LOT123,W03,2,3,1,1,2026-04-22,25,0.675,0.694,6.323
LOT123,W03,2,4,1,1,2026-04-22,25,0.712,0.697,6.256
LOT123,W03,2,5,1,1,2026-04-22,25,0.724,0.662,6.366
LOT123,W03,2,6,1,1,2026-04-22,25,0.72,0.668,6.598
LOT123,W03,2,7,3,107,2026-04-22,25,1.133,0.676,6.714
LOT123,W03,3,-6,3,102,2026-04-22,25,1.108,0.664,5.431
LOT123,W03,3,-5,1,1,2026-04-22,25,0.712,0.7,5.547
LOT123,W03,3,-4,1,1,2026-04-22,25,0.692,0.7,5.608
LOT123,W03,3,-3,1,1,2026-04-22,25,0.681,0.665,5.708
LOT123,W03,3,-2,1,1,2026-04-22,25,0.673,0.695,5.736
LOT123,W03,3,-1,1,1,2026-04-22,25,0.686,0.674,5.878
LOT123,W03,3,0,1,1,2026-04-22,25,0.654,0.692,5.953
LOT123,W03,3,1,1,1,2026-04-22,25,0.665,0.635,6.17
LOT123,W03,3,2,1,1,2026-04-22,25,0.676,0.689,6.125
LOT123,W03,3,3,1,1,2026-04-22,25,0.672,0.643,6.23
LOT123,W03,3,4,1,1,2026-04-22,25,0.717,0.645,6.381
LOT123,W03,3,5,1,1,2026-04-22,25,0.7,0.657,6.567
LOT123,W03,3,6,1,1,2026-04-22,25,0.743,0.62,6.648
LOT123,W03,4,-6,3,102,2026-04-22,25,1.105,0.69,5.466
LOT123,W03,4,-5,1,1,2026-04-22,25,0.736,0.671,5.538
LOT123,W03,4,-4,1,1,2026-04-22,25,0.721,0.664,5.622
LOT123,W03,4,-3,1,1,2026-04-22,25,0.704,0.672,5.747
LOT123,W03,4,-2,1,1,2026-04-22,25,0.686,0.661,5.874
LOT123,W03,4,-1,1,1,2026-04-22,25,0.681,0.69,5.828
LOT123,W03,4,0,1,1,2026-04-22,25,0.67,0.653,5.951
LOT123,W03,4,1,1,1,2026-04-22,25,0.686,0.659,6.105
LOT123,W03,4,2,1,1,2026-04-22,25,0.69,0.645,6.216
LOT123,W03,4,3,1,1,2026-04-22,25,0.693,0.676,6.306
LOT123,W03,4,4,1,1,2026-04-22,25,0.711,0.66,6.393
LOT123,W03,4,5,1,1,2026-04-22,25,0.722,0.654,6.497
LOT123,W03,4,6,3,105,2026-04-22,25,1.115,0.67,6.527
LOT123,W03,5,-5,3,107,2026-04-22,25,1.1,0.623,5.496
LOT123,W03,5,-4,1,1,2026-04-22,25,0.72,0.611,5.63
LOT123,W03,5,-3,1,1,2026-04-22,25,0.691,0.62,5.675
LOT123,W03,5,-2,1,1,2026-04-22,25,0.726,0.662,5.78
LOT123,W03,5,-1,1,1,2026-04-22,25,0.699,0.64,5.893
LOT123,W03,5,0,1,1,2026-04-22,25,0.694,0.656,5.985
LOT123,W03,5,1,1,1,2026-04-22,25,0.703,0.639,6.053
LOT123,W03,5,2,1,1,2026-04-22,25,0.708,0.652,6.196
LOT123,W03,5,3,1,1,2026-04-22,25,0.712,0.681,6.276
LOT123,W03,5,4,1,1,2026-04-22,25,0.723,0.652,6.42
LOT123,W03,5,5,3,101,2026-04-22,25,1.089,0.663,6.482
LOT123,W03,6,-4,3,109,2026-04-22,25,1.127,0.664,5.584
LOT123,W03,6,-3,1,1,2026-04-22,25,0.743,0.669,5.711
LOT123,W03,6,-2,1,1,2026-04-22,25,0.739,0.609,5.864
LOT123,W03,6,-1,1,1,2026-04-22,25,0.722,0.629,5.914
LOT123,W03,6,0,1,1,2026-04-22,25,0.709,0.644,6.021
LOT123,W03,6,1,1,1,2026-04-22,25,0.711,0.664,6.015
LOT123,W03,6,2,1,1,2026-04-22,25,0.732,0.61,6.165
LOT123,W03,6,3,3,102,2026-04-22,25,1.116,0.665,6.311
LOT123,W03,6,4,3,106,2026-04-22,25,1.139,0.627,6.478
LOT123,W03,7,-2,3,101,2026-04-22,25,1.116,0.613,5.731
LOT123,W03,7,-1,3,108,2026-04-22,25,1.121,0.637,5.823
LOT123,W03,7,0,1,1,2026-04-22,25,0.731,0.635,5.971
LOT123,W03,7,1,3,102,2026-04-22,25,1.09,0.626,6.138
LOT123,W03,7,2,3,102,2026-04-22,25,1.107,0.65,6.16
LOT123,W03,-7,-2,1,1,2026-04-22,85,0.806,0.769,5.761
LOT123,W03,-7,-1,3,102,2026-04-22,85,1.196,0.774,5.918
LOT123,W03,-7,0,1,1,2026-04-22,85,0.779,0.759,5.961
LOT123,W03,-7,1,3,107,2026-04-22,85,1.185,0.768,6.066
LOT123,W03,-7,2,1,1,2026-04-22,85,0.807,0.745,6.197
LOT123,W03,-6,-4,3,101,2026-04-22,85,1.225,0.746,5.646
LOT123,W03,-6,-3,1,1,2026-04-22,85,0.805,0.78,5.71
LOT123,W03,-6,-2,1,1,2026-04-22,85,0.79,0.767,5.725
LOT123,W03,-6,-1,1,1,2026-04-22,85,0.789,0.715,5.883
LOT123,W03,-6,0,1,1,2026-04-22,85,0.768,0.752,5.984
LOT123,W03,-6,1,1,1,2026-04-22,85,0.774,0.805,6.048
LOT123,W03,-6,2,1,1,2026-04-22,85,0.784,0.739,6.152
LOT123,W03,-6,3,3,108,2026-04-22,85,1.174,0.77,6.39
LOT123,W03,-6,4,1,1,2026-04-22,85,0.798,0.75,6.466
LOT123,W03,-5,-5,3,101,2026-04-22,85,1.194,0.763,5.522
LOT123,W03,-5,-4,1,1,2026-04-22,85,0.776,0.759,5.577
LOT123,W03,-5,-3,1,1,2026-04-22,85,0.743,0.749,5.705
LOT123,W03,-5,-2,1,1,2026-04-22,85,0.778,0.725,5.81
LOT123,W03,-5,-1,1,1,2026-04-22,85,0.749,0.752,5.922
LOT123,W03,-5,0,1,1,2026-04-22,85,0.762,0.782,5.993
LOT123,W03,-5,1,1,1,2026-04-22,85,0.769,0.732,6.097
LOT123,W03,-5,2,1,1,2026-04-22,85,0.767,0.74,6.216
LOT123,W03,-5,3,1,1,2026-04-22,85,0.774,0.742,6.324
LOT123,W03,-5,4,1,1,2026-04-22,85,0.804,0.747,6.438
LOT123,W03,-5,5,3,102,2026-04-22,85,1.221,0.721,6.469
LOT123,W03,-4,-6,3,104,2026-04-22,85,1.199,0.749,5.443
LOT123,W03,-4,-5,1,1,2026-04-22,85,0.791,0.703,5.489
LOT123,W03,-4,-4,1,1,2026-04-22,85,0.779,0.751,5.595
LOT123,W03,-4,-3,1,1,2026-04-22,85,0.761,0.74,5.654
LOT123,W03,-4,-2,1,1,2026-04-22,85,0.75,0.733,5.788
LOT123,W03,-4,-1,1,1,2026-04-22,85,0.729,0.75,5.929
LOT123,W03,-4,0,1,1,2026-04-22,85,0.755,0.76,5.863
LOT123,W03,-4,1,1,1,2026-04-22,85,0.749,0.748,6.239
LOT123,W03,-4,2,1,1,2026-04-22,85,0.753,0.734,6.129
LOT123,W03,-4,3,1,1,2026-04-22,85,0.763,0.748,6.353
LOT123,W03,-4,4,1,1,2026-04-22,85,0.768,0.754,6.412
LOT123,W03,-4,5,1,1,2026-04-22,85,0.792,0.742,6.573
LOT123,W03,-4,6,1,1,2026-04-22,85,0.812,0.714,6.544
LOT123,W03,-3,-6,3,108,2026-04-22,85,1.169,0.718,5.37
LOT123,W03,-3,-5,1,1,2026-04-22,85,0.785,0.723,5.472
LOT123,W03,-3,-4,1,1,2026-04-22,85,0.763,0.729,5.536
LOT123,W03,-3,-3,1,1,2026-04-22,85,0.746,0.735,5.682
LOT123,W03,-3,-2,1,1,2026-04-22,85,0.722,0.762,5.798
LOT123,W03,-3,-1,1,1,2026-04-22,85,0.74,0.722,5.881
LOT123,W03,-3,0,1,1,2026-04-22,85,0.725,0.713,6.002
LOT123,W03,-3,1,1,1,2026-04-22,85,0.714,0.74,6.067
LOT123,W03,-3,2,1,1,2026-04-22,85,0.741,0.752,6.225
LOT123,W03,-3,3,1,1,2026-04-22,85,0.738,0.708,6.35
LOT123,W03,-3,4,1,1,2026-04-22,85,0.765,0.741,6.384
LOT123,W03,-3,5,1,1,2026-04-22,85,0.78,0.705,6.578
LOT123,W03,-3,6,3,103,2026-04-22,85,1.21,0.736,6.585
LOT123,W03,-2,-7,3,102,2026-04-22,85,1.196,0.727,5.33
LOT123,W03,-2,-6,1,1,2026-04-22,85,0.78,0.69,5.429
LOT123,W03,-2,-5,1,1,2026-04-22,85,0.772,0.725,5.423
LOT123,W03,-2,-4,1,1,2026-04-22,85,0.738,0.698,5.612
LOT123,W03,-2,-3,1,1,2026-04-22,85,0.729,0.714,5.699
LOT123,W03,-2,-2,1,1,2026-04-22,85,0.714,0.712,5.749
LOT123,W03,-2,-1,1,1,2026-04-22,85,0.71,0.709,5.726
LOT123,W03,-2,0,1,1,2026-04-22,85,0.706,0.706,5.886
LOT123,W03,-2,1,1,1,2026-04-22,85,0.711,0.728,6.121
LOT123,W03,-2,2,1,1,2026-04-22,85,0.709,0.714,6.249
LOT123,W03,-2,3,1,1,2026-04-22,85,0.743,0.76,6.277
LOT123,W03,-2,4,1,1,2026-04-22,85,0.742,0.742,6.453
LOT123,W03,-2,5,1,1,2026-04-22,85,0.763,0.716,6.486
LOT123,W03,-2,6,1,1,2026-04-22,85,0.787,0.729,6.651
LOT123,W03,-2,7,1,1,2026-04-22,85,0.799,0.729,6.715
LOT123,W03,-1,-7,3,109,2026-04-22,85,1.211,0.7,5.258
LOT123,W03,-1,-6,1,1,2026-04-22,85,0.79,0.718,5.5
LOT123,W03,-1,-5,1,1,2026-04-22,85,0.774,0.716,5.579
LOT123,W03,-1,-4,1,1,2026-04-22,85,0.738,0.707,5.622
LOT123,W03,-1,-3,1,1,2026-04-22,85,0.728,0.709,5.782
LOT123,W03,-1,-2,1,1,2026-04-22,85,0.709,0.694,5.841
LOT123,W03,-1,-1,1,1,2026-04-22,85,0.67,0.722,5.827
LOT123,W03,-1,0,1,1,2026-04-22,85,0.67,0.678,5.964
LOT123,W03,-1,1,1,1,2026-04-22,85,0.696,0.696,6.099
LOT123,W03,-1,2,1,1,2026-04-22,85,0.704,0.696,6.203
LOT123,W03,-1,3,1,1,2026-04-22,85,0.721,0.713,6.253
LOT123,W03,-1,4,1,1,2026-04-22,85,0.744,0.763,6.485
LOT123,W03,-1,5,1,1,2026-04-22,85,0.773,0.711,6.593
LOT123,W03,-1,6,1,1,2026-04-22,85,0.795,0.645,6.559
LOT123,W03,-1,7,3,107,2026-04-22,85,1.214,0.658,6.756
LOT123,W03,0,-7,1,1,2026-04-22,85,0.811,0.653,5.282
LOT123,W03,0,-6,1,1,2026-04-22,85,0.781,0.705,5.369
LOT123,W03,0,-5,1,1,2026-04-22,85,0.776,0.68,5.375
LOT123,W03,0,-4,1,1,2026-04-22,85,0.745,0.677,5.533
LOT123,W03,0,-3,1,1,2026-04-22,85,0.733,0.685,5.733
LOT123,W03,0,-2,1,1,2026-04-22,85,0.691,0.66,5.861
LOT123,W03,0,-1,1,1,2026-04-22,85,0.685,0.701,5.824
LOT123,W03,0,0,1,1,2026-04-22,85,0.654,0.709,6.044
LOT123,W03,0,1,1,1,2026-04-22,85,0.674,0.716,6.136
LOT123,W03,0,2,1,1,2026-04-22,85,0.706,0.709,6.179
LOT123,W03,0,3,1,1,2026-04-22,85,0.707,0.705,6.332
LOT123,W03,0,4,1,1,2026-04-22,85,0.734,0.713,6.359
LOT123,W03,0,5,1,1,2026-04-22,85,0.753,0.693,6.513
LOT123,W03,0,6,1,1,2026-04-22,85,0.773,0.718,6.641
LOT123,W03,0,7,1,1,2026-04-22,85,0.8,0.704,6.598
LOT123,W03,1,-7,1,1,2026-04-22,85,0.805,0.683,5.319
LOT123,W03,1,-6,1,1,2026-04-22,85,0.77,0.666,5.447
LOT123,W03,1,-5,1,1,2026-04-22,85,0.759,0.695,5.469
LOT123,W03,1,-4,1,1,2026-04-22,85,0.745,0.699,5.614
LOT123,W03,1,-3,1,1,2026-04-22,85,0.696,0.687,5.686
LOT123,W03,1,-2,1,1,2026-04-22,85,0.706,0.712,5.872
LOT123,W03,1,-1,1,1,2026-04-22,85,0.691,0.751,5.85
LOT123,W03,1,0,1,1,2026-04-22,85,0.689,0.715,6.108
LOT123,W03,1,1,1,1,2026-04-22,85,0.674,0.701,6.132
LOT123,W03,1,2,1,1,2026-04-22,85,0.701,0.695,6.171
LOT123,W03,1,3,1,1,2026-04-22,85,0.702,0.71,6.272
LOT123,W03,1,4,1,1,2026-04-22,85,0.741,0.665,6.392
LOT123,W03,1,5,1,1,2026-04-22,85,0.776,0.72,6.488
LOT123,W03,1,6,1,1,2026-04-22,85,0.776,0.699,6.619
LOT123,W03,1,7,3,102,2026-04-22,85,1.205,0.652,6.7
LOT123,W03,2,-7,3,105,2026-04-22,85,1.188,0.666,5.26
LOT123,W03,2,-6,1,1,2026-04-22,85,0.776,0.73,5.351
LOT123,W03,2,-5,1,1,2026-04-22,85,0.769,0.692,5.486
LOT123,W03,2,-4,1,1,2026-04-22,85,0.76,0.634,5.565
LOT123,W03,2,-3,1,1,2026-04-22,85,0.716,0.701,5.757
LOT123,W03,2,-2,1,1,2026-04-22,85,0.725,0.704,5.783
LOT123,W03,2,-1,1,1,2026-04-22,85,0.699,0.696,5.814
LOT123,W03,2,0,1,1,2026-04-22,85,0.698,0.695,6.012
LOT123,W03,2,1,1,1,2026-04-22,85,0.726,0.695,6.151
LOT123,W03,2,2,1,1,2026-04-22,85,0.71,0.673,6.212
LOT123,W03,2,3,1,1,2026-04-22,85,0.728,0.691,6.344
LOT123,W03,2,4,1,1,2026-04-22,85,0.772,0.7,6.374
LOT123,W03,2,5,1,1,2026-04-22,85,0.773,0.679,6.527
LOT123,W03,2,6,1,1,2026-04-22,85,0.777,0.685,6.578
LOT123,W03,2,7,3,107,2026-04-22,85,1.2,0.676,6.687
LOT123,W03,3,-6,1,1,2026-04-22,85,0.784,0.659,5.276
LOT123,W03,3,-5,1,1,2026-04-22,85,0.777,0.684,5.521
LOT123,W03,3,-4,1,1,2026-04-22,85,0.763,0.622,5.53
LOT123,W03,3,-3,1,1,2026-04-22,85,0.749,0.673,5.636
LOT123,W03,3,-2,1,1,2026-04-22,85,0.741,0.637,5.83
LOT123,W03,3,-1,1,1,2026-04-22,85,0.721,0.664,5.967
LOT123,W03,3,0,1,1,2026-04-22,85,0.716,0.647,5.966
LOT123,W03,3,1,1,1,2026-04-22,85,0.719,0.672,6.11
LOT123,W03,3,2,1,1,2026-04-22,85,0.749,0.634,6.223
LOT123,W03,3,3,1,1,2026-04-22,85,0.746,0.626,6.277
LOT123,W03,3,4,1,1,2026-04-22,85,0.763,0.667,6.469
LOT123,W03,3,5,1,1,2026-04-22,85,0.786,0.679,6.514
LOT123,W03,3,6,3,103,2026-04-22,85,1.203,0.675,6.543
LOT123,W03,4,-6,1,1,2026-04-22,85,0.794,0.636,5.337
LOT123,W03,4,-5,1,1,2026-04-22,85,0.784,0.656,5.54
LOT123,W03,4,-4,1,1,2026-04-22,85,0.773,0.632,5.569
LOT123,W03,4,-3,1,1,2026-04-22,85,0.753,0.639,5.683
LOT123,W03,4,-2,1,1,2026-04-22,85,0.728,0.648,5.757
LOT123,W03,4,-1,1,1,2026-04-22,85,0.74,0.701,5.844
LOT123,W03,4,0,1,1,2026-04-22,85,0.716,0.64,6.014
LOT123,W03,4,1,1,1,2026-04-22,85,0.735,0.666,6.153
LOT123,W03,4,2,1,1,2026-04-22,85,0.75,0.649,6.145
LOT123,W03,4,3,1,1,2026-04-22,85,0.759,0.659,6.303
LOT123,W03,4,4,1,1,2026-04-22,85,0.78,0.66,6.421
LOT123,W03,4,5,1,1,2026-04-22,85,0.784,0.672,6.556
LOT123,W03,4,6,3,104,2026-04-22,85,1.216,0.617,6.523
LOT123,W03,5,-5,3,109,2026-04-22,85,1.186,0.635,5.495
LOT123,W03,5,-4,1,1,2026-04-22,85,0.811,0.646,5.555
LOT123,W03,5,-3,1,1,2026-04-22,85,0.784,0.662,5.737
LOT123,W03,5,-2,1,1,2026-04-22,85,0.782,0.672,5.756
LOT123,W03,5,-1,1,1,2026-04-22,85,0.753,0.673,5.813
LOT123,W03,5,0,1,1,2026-04-22,85,0.759,0.642,6.084
LOT123,W03,5,1,1,1,2026-04-22,85,0.778,0.63,6.137
LOT123,W03,5,2,1,1,2026-04-22,85,0.781,0.628,6.155
LOT123,W03,5,3,1,1,2026-04-22,85,0.773,0.632,6.315
LOT123,W03,5,4,1,1,2026-04-22,85,0.781,0.693,6.302
LOT123,W03,5,5,3,101,2026-04-22,85,1.223,0.604,6.473
LOT123,W03,6,-4,3,105,2026-04-22,85,1.219,0.622,5.608
LOT123,W03,6,-3,3,104,2026-04-22,85,1.221,0.671,5.716
LOT123,W03,6,-2,1,1,2026-04-22,85,0.784,0.656,5.857
LOT123,W03,6,-1,1,1,2026-04-22,85,0.786,0.643,5.909
LOT123,W03,6,0,1,1,2026-04-22,85,0.792,0.691,5.954
LOT123,W03,6,1,1,1,2026-04-22,85,0.781,0.668,6.089
LOT123,W03,6,2,1,1,2026-04-22,85,0.767,0.655,6.245
LOT123,W03,6,3,1,1,2026-04-22,85,0.793,0.642,6.138
LOT123,W03,6,4,1,1,2026-04-22,85,0.823,0.633,6.488
LOT123,W03,7,-2,3,104,2026-04-22,85,1.217,0.638,5.823
LOT123,W03,7,-1,1,1,2026-04-22,85,0.812,0.646,6.023
LOT123,W03,7,0,3,109,2026-04-22,85,1.172,0.592,6.077
LOT123,W03,7,1,3,105,2026-04-22,85,1.212,0.641,6.046
LOT123,W03,7,2,3,105,2026-04-22,85,1.205,0.605,6.169
LOT456,W01,-7,-2,3,103,2026-04-22,25,1.214,0.769,5.787
LOT456,W01,-7,-1,3,104,2026-04-22,25,1.186,0.775,5.807
LOT456,W01,-7,0,1,1,2026-04-22,25,0.793,0.79,6.09
LOT456,W01,-7,1,1,1,2026-04-22,25,0.785,0.788,6.085
LOT456,W01,-7,2,1,1,2026-04-22,25,0.802,0.771,6.115
LOT456,W01,-6,-4,3,102,2026-04-22,25,1.187,0.766,5.594
LOT456,W01,-6,-3,3,104,2026-04-22,25,1.197,0.758,5.649
LOT456,W01,-6,-2,1,1,2026-04-22,25,0.799,0.772,5.772
LOT456,W01,-6,-1,1,1,2026-04-22,25,0.769,0.742,5.846
LOT456,W01,-6,0,1,1,2026-04-22,25,0.77,0.757,5.99
LOT456,W01,-6,1,1,1,2026-04-22,25,0.782,0.72,6.168
LOT456,W01,-6,2,1,1,2026-04-22,25,0.772,0.782,6.246
LOT456,W01,-6,3,1,1,2026-04-22,25,0.777,0.732,6.236
LOT456,W01,-6,4,3,101,2026-04-22,25,1.177,0.749,6.376
LOT456,W01,-5,-5,3,105,2026-04-22,25,1.175,0.76,5.541
LOT456,W01,-5,-4,1,1,2026-04-22,25,0.788,0.732,5.579
LOT456,W01,-5,-3,1,1,2026-04-22,25,0.767,0.738,5.711
LOT456,W01,-5,-2,1,1,2026-04-22,25,0.773,0.743,5.818
LOT456,W01,-5,-1,1,1,2026-04-22,25,0.746,0.778,5.908
LOT456,W01,-5,0,1,1,2026-04-22,25,0.761,0.765,5.983
LOT456,W01,-5,1,1,1,2026-04-22,25,0.746,0.728,6.119
LOT456,W01,-5,2,1,1,2026-04-22,25,0.746,0.74,6.212
LOT456,W01,-5,3,1,1,2026-04-22,25,0.749,0.767,6.36
LOT456,W01,-5,4,1,1,2026-04-22,25,0.783,0.737,6.432
LOT456,W01,-5,5,3,106,2026-04-22,25,1.198,0.738,6.477
LOT456,W01,-4,-6,3,102,2026-04-22,25,1.174,0.731,5.332
LOT456,W01,-4,-5,1,1,2026-04-22,25,0.758,0.751,5.451
LOT456,W01,-4,-4,1,1,2026-04-22,25,0.775,0.747,5.594
LOT456,W01,-4,-3,1,1,2026-04-22,25,0.759,0.774,5.689
LOT456,W01,-4,-2,1,1,2026-04-22,25,0.714,0.776,5.74
LOT456,W01,-4,-1,1,1,2026-04-22,25,0.719,0.726,5.947
LOT456,W01,-4,0,1,1,2026-04-22,25,0.746,0.733,5.984
LOT456,W01,-4,1,1,1,2026-04-22,25,0.739,0.71,6.133
LOT456,W01,-4,2,1,1,2026-04-22,25,0.745,0.734,6.307
LOT456,W01,-4,3,1,1,2026-04-22,25,0.748,0.753,6.329
LOT456,W01,-4,4,1,1,2026-04-22,25,0.759,0.779,6.415
LOT456,W01,-4,5,1,1,2026-04-22,25,0.784,0.746,6.528
LOT456,W01,-4,6,3,106,2026-04-22,25,1.154,0.721,6.573
LOT456,W01,-3,-6,3,109,2026-04-22,25,1.172,0.72,5.371
LOT456,W01,-3,-5,1,1,2026-04-22,25,0.769,0.709,5.546
LOT456,W01,-3,-4,1,1,2026-04-22,25,0.757,0.73,5.61
